Keyword,Category,Time Created,Title,Author,Content
AZ,GROOVE,2018-03-30 14:47:00,#Showbiz: Siti Nurhaliza's official Comel Pipi Merah MV gives listeners 'the feels',Aref Omar,"['1', '', '', ""KUALA LUMPUR: The latest single from Malaysia's top singer Datuk Seri Siti Nurhaliza Tarudin continues to elicit ‘the warm fuzzies’ in Netizens as they offer their heartmelting experiences online."", 'The music video to the lullaby tune Comel Pipi Merah, which was uploaded on YouTube via her official DatoSNurhalizaVEVO channel two days ago, had began trending at No. 4 after garnering over 422,000 views, 35,000 likes and 1,500 comments.', 'Many had wrote that they felt choked up after watching the four-minute video.', '“I had a wide smile from start to finish. Didn\'t even realise I had shed a tear,"" wrote one fan.', 'Another offered: ""Don\'t know why I\'m choked up. Such a long wait for the country\'s No. 1 singer to be blessed.""', 'Even one Netizen who admitted that he wasn\'t a fan, wrote: ""One thing for certain is that she can really sing. Congrats to Datuk Seri Siti and Datuk Seri Khalid.""', 'The comments online were overwhelmingly positive with many congratulating the premiere songstress on finally achieving motherhood after close to 12 years of being married to Datuk Seri Khalid Mohamad Jiwa.', 'Many wished her firstborn baby, named Aafiyah, well too.', 'The music video featured a sequence of images, from prenatal ultrasound images and her baby room setup at home to Siti being led on a hospital bed into the operating theatre and finally the cute visages of her little baby.', 'These were interspersed with a glowing Siti, who was heavily pregnant at the time, singing the tune while seated on a swing.', 'The catchy song, composed by the singer herself, featured lyrics by her manager Rozi Abdul Razak, who is also Siti’s sister-in-law.', 'It was produced and arranged by Lee Sze Wan, with guitars by Sham of Kamikaze and drums by John Thomas.', ""A separate lyric video for the song, which was uploaded on Universal Music Malaysia's YouTube channel on March 14, was also a hit with Netizens. It trended at No. 5 with close to three million views and about 2,000 comments."", 'Siti gave birth to her 3.55kg baby girl via C-section on March 19 at about 8.17am in a private hospital here.', 'Her little princess was nicknamed Fatimah Az-Zahra before Siti officially announced her name as Aafiyah during a private thanksgiving event at her residence last Sunday.', 'The function was screened live on her YouTube channel.', 'Siti’s Comel Pipi Merah official music video:', '', 'Siti’s Comel Pipi Merah lyric video:', '', 'Siti’s thanksgiving (aqiqah and tahnik) ceremony:', '', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,PULSE,2018-04-12 00:55:00,Galeri Prima hosts U12 group exhibition; 45 artworks on show,Nor Ain Mohamed Radhi,"['', '×', '', 'KUALA LUMPUR: In providing a platform for young and emerging artists, Galeri Prima is currently hosting U12, a group exhibition, in collaboration with Curate Henry Butcher.', 'Taking place until Apr 14, the exhibition showcases 45 artworks using various techniques and different mediums from 33 young emerging artists of U12.', 'The exhibition, which is also the inaugural show for U12, serves as a platform for the young artists to showcase their artworks.', 'The young artists who are taking part in the exhibition include Aiman Aisamuddin, Aiman Shafri, Aimman Hafizal, Amirul Roslan, Amirul Fadzil, Amierul Iskandar, Ammir Zamri, Amsyar Puyuh, Amy Nazira, Azam Nasri, Azizul Nasir, Azrul Fahmi Azman, Diauddin Isa, Effi Syafiq Jusoh, Eman Aimilan, Faiz ZA, Fakhriq Zulkifli, Fareez Fauzi, Firdaus Nordin, and Fitriah Roslan.', 'Artworks by Haziq Asyraf, Haziq Syawal, Hidayat Arshad, Izzat Hamdan, Izzuddin Basiron, Khaliq Az-Zahi, Mnhafiz Hamzah, Muadz Abd Rahim, Nabil Adnan, Nurazmi Mohd Noh, Putra Nazri, Shirhan Samsul Bahri, Syafiq Adib, Syahmi Jamaluddin, and Syukur Rani, are also up.', '', '', 'The exhibition was officially opened on Wednesday night and attended by the New Straits Times Press (M) Bhd (NSTP) chief executive officer Datuk Seri Abdul Jalil Hamid.', 'Also present were NSTP chief commercial officer Alfian Abu Talib, Media Prima Television Networks chief executive officer Johan Ishak, Galeri Prima manager Azlynn Aziz and Henry Butcher Art Auctioneers director Sim Polenn.', 'One of the artists, Syukur Rani, 24, said U12 is a group of former Universiti Teknologi Mara (UiTM) students with studios in Section U12, Shah Alam.', '""There are about eight studios in Section U12 with each studio having about six to eight young artists.""', 'Syukur, who has three of his artworks on display, said it takes him about two to three weeks to complete each of his work – All Night Long, Grey and The Maskman.', 'Meanwhile, Sim said it is hoped that the inaugural U12 show will help to boost the young artists’ career and journey.', 'U12 will be open to the public from now until Apr 14 from 10am to 6pm on weekdays and from 10am to 4pm on Saturday.', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,FOOTBALL,2018-04-16 08:43:00,PSV sweep aside Ajax on way to 24th Dutch title,AFP,"['', '×', '', 'THE HAGUE: Goals by Gaston Pereiro, Luuk de Jong and Steven Bergwijn steered PSV Eindhoven to a 24th Dutch league title on Sunday after a 3-0 whitewash of nine-man Ajax.', 'Ajax travelled to the Philips Stadion with the formidable task of delaying their hosts’ march to a third title in four seasons.', 'But PSV were in firm control by the time Pereiro broke the deadlock on 24 minutes and were in the comfort zone when De Jong doubled their advantage seven minutes before half-time.', '', '', 'Bergwijn’s third for PSV on 54 minutes effectively wrapped up the title with three games to spare, Ajax finishing with nine men after both Nicolas Tagliafico (80) and Siem de Jong (83) were sent off in the closing minutes.', '', '', 'Ajax sit 10 points behind PSV and must now focus on keeping AZ Alkmaar, now just five points behind, from nicking in to snatch second place.--AFP', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,WORLD,2018-05-06 03:39:00,Five dead in explosion in Gaza Strip,AFP,"['', '×', '', 'GAZA CITY - Five people were killed in an explosion in the central Gaza Strip on Saturday in what was thought to be an accidental blast, residents and the health ministry said.', 'Gaza’s health ministry confirmed five people were killed and three others wounded in what residents said appeared to be an accidental explosion in the Az-Zawayda area of the central Gaza Strip.', 'The blast comes after weeks of deadly protests and clashes along the border between Gaza and Israel, but there was no indication the explosion was the result of an Israeli strike.', 'An Israeli military spokeswoman said she was not aware of the incident.', 'Authorities in Gaza, run by Islamist movement Hamas, had not provided any further details on the blast.', 'Some explosions in the past in the Gaza Strip have resulted from the accidental detonation of explosive materials belonging to militant groups.', '', '', '', 'Israel Palestinian ceasefire takes hold', 'Special Dewan Rakyat sitting adheres to Standing Order, Constitution', ""Cop charged with accepting RM250 bribe from 'khalwat' couple"", '', '', '', '', '', '', '', '', '', '', '', '']"
AZ,POLITICS,2018-05-09 11:44:00,Selangor BN chief casts his vote,,"['TANJUNG KARANG: Selangor Barisan Nasional (BN) chairman Tan Sri Noh Omar arrived at the Sekolah Kebangsaan Sungai Burong to cast his vote today.', 'Clad in a blue shirt, Noh arrived at about 9.45am with his wife Puan Sri Dr Aishah Salleh and were greeted by hundreds of BN supporters outside the school premises.', 'He spent about 10 minutes to greet them before proceeding to channel one to queue with other voters inside the polling centre.', 'When met later, Noh said he would like to congratulate the Election Commission (EC) for the smooth election process.', '“I am also happy to see a big voter turnout for my constituency,” he said.', 'The Tanjong Karang parliamentary seat sees a three-cornered fight between incumbent Noh, Datuk Dr Zulkaferi Hanafi (PH), and Nor Az Azlan Ahmad (PAS).', 'In the 13th general election, Noh won the seat by a 4,394 majority vote in a three-cornered fight against Mohamad Rasdi Deraman (PAS) and independent candidate Herman Tino.', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '']"
AZ,FOOTBALL,2018-05-15 14:22:00,Feyenoord's Van Persie not ready to retire,Reuters,"['', '×', '', 'AMSTERDAM: Feyenoord forward Robin van Persie has said he will play on for at least another season.', 'After helping Feyenoord win the Dutch Cup last month the 34-year-old said he would take a few weeks to decide whether it was time to hang up his boots but the former Arsenal and Manchester United forward told reporters he wanted to play on.', '“I’m continuing, I’m too much of an enthusiast to stop,” he said.', '“A lot of people were shocked when I said was not sure whether I wanted to play again but I found it a real struggle to get to the cup final. Every time I had an injury setback, I felt really down.”', 'Van Persie, who won 102 caps for the Netherlands, scored a superbly taken goal in last month’s Cup final as Feyenoord romped to a 3-0 win over AZ Alkmaar.', '“I thought at the time that would have been a great way to leave the game,” he said.', '“Being in the squad gives me enormous pleasure, to be out on the field and to get better with this team.', '“Eventually I decided I would still get a lot of pleasure out of it,” said Van Persie, who will 35 in August. -- Reuters', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,NATION,2018-05-31 13:23:00,Watch: Is this man spotted in London Musa Aman? (NSTTV),SUZIANAH JIFFAR,"['KOTA KINABALU: Missing former Sabah Chief Minister Tan Sri Musa Aman is believed to have been spotted in London.', 'A video of the sighting in the British capital, captioned “Ex-CM Sabah spotted at St Pancras, London. Rafizi Ramli INVOKE Malaysia,” was uploaded to Facebook by user ‘Az Eem’.', 'The 10-second clip shows a man in a red sweater, red trousers and cap standing next to a luggage-laden baggage trolley, in the company of another man and a little boy at London’s St Pancras train station.', 'It has yet to be ascertained whether the man in the video is in fact Musa.', 'Immigration director general Datuk Seri Mustafar Ali recently said that if it is true that the Sabah Barisan Nasional (BN) chairman is out of the country, he has broken immigration laws.', 'Mustafar, however, reiterated that there is no record of Musa leaving the country.', '', 'Based on immigration records, Musa flew to Kuala Lumpur on May 14 and attended a meeting chaired by Umno vice president and former Deputy Prime Minister Datuk Seri Dr Ahmad Zahid Hamidi.', 'His whereabouts since then are unknown.', 'Musa is being sought by police in an investigation into allegations of criminal intimidation against the yang Dipertua Negeri Tun Juhar Mahiruddin.', 'Investigators from the Malaysian Anti-Corruption Commission (MACC) had also visited Musa’s home in Luyang as part of a probe into Parti Solidariti Tanah Airku (Star) and its formation of an alliance with Sabah BN after the 14th general election.', 'Among those interviewed to assist the investigation was Star president Datuk Dr Jeffrey Kitingan.', 'The MACC had gone to Musa’s house, but were not able to enter as there was no one home.', 'In a statement issued through his lawyer, Zahir Shah, Musa later said that the MACC officers are allowed to enter his house to conduct their investigations.', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '']"
AZ,HEAL,2018-06-19 08:54:00,The bicycle for you,Aznim Ruhana Md Yusup,"['', '×', '', 'Cycling is a great way to exercise but it’s vital to use the right bicycle, writes Aznim Ruhana Md Yusup', 'ONCE you’ve learnt it, you’ll never forget how to ride a bicycle. For me, there was such joy and freedom from riding a bicycle as a child. It would be nice to be able to relive those moments but cycling seems like a very serious pursuit these days — just look at all those riders going very fast in their skintight jerseys — that it feels intimidating. But we all need to start somewhere.', '“If a customer says they want to start riding as an exercise, I will advise them to get a basic bicycle that’s a variant of a mountain bicycle (MTB),” says Kenny Tan, owner of Wheelsman Cycles in Seksyen 13, Shah Alam. “An entry level 21-speed bicycle will cost a few hundred ringgit and is sufficient to ride around the park or your housing area.”', '“An MTB is more stable because it has wider wheels and handlebar configuration. You’re also sitting upright so you’re more comfortable. An intermediate level MTB will have suspensions but that’s not necessary at this point.”', 'You will not be very fast on this bicycle because it’s quite heavy, around 15kg, while seven-speed on the rear cassette is tough when going uphill. But it’s decent enough for someone who wants to ride short distances, whether to kickstart a fitness regimen or for a cardio routine that is not too taxing.', 'Precautions for the rider include wearing a helmet as well as fitting a bell, which is especially important if you’re sharing paths with runners and joggers. Wear sports shoes to protect the feet and lightweight sweat-wicking apparel to keep cool.', 'Meanwhile, some explanation on the bicycle lingo. “21-speed” refers to the bicycle’s gear, which you get by multiplying the number of sprockets near the pedal with the sprockets on the rear tyre. But it’s not uncommon to just mention the rear gear, in this case seven-speed. A group of sprockets on the rear tyre is called a cassette.', '', '', 'ROAD RACING', 'If you’re fitter and more adventurous, you might want to ride further. For Shah Alam folks, Tan recommends the Guthrie Corridor Expressway. Cyclists can ride on the motorcycle lane, which is wide enough to allow faster motorcycles to take over — not that it’s a very busy highway anyway.', 'At this point you can upgrade to an intermediate level MTB, which is lighter — around 13kg — and has more gears. But this sort of bicycle is meant for off-road racing; the wider tyres with knobs help keep a grip on dirt, mud or rocks and the wide handlebar creates drag so the rider is slower and more stable on the uneven terrain.', 'For the open road, a road or racing bicycle is more conducive. These bicycles have a thinner frame, narrower tyres and curvy drop handlebars which help riders achieve a more aerodynamic body shape so that they can go faster.', '“If you want to cycle at a hilly area such as Genting Peras or Fraser’s Hill, do not cycle with a seven or eight-speed rear gear. It’s not enough to help you climb comfortably. It’s preferable to use nine, ten or 11-speed, which is the latest.', '“A nine-speed aluminium bicycle costs between RM1,900 and RM2,500, and is a good choice for a seasoned beginner or an intermediate rider. The weight is between nine and 10kg, while higher end bicycles, made of carbon fibre, can weigh as low as 6.5kg”', 'A lighter bicycle will benefit the rider when going uphill, but that’s not the only thing you need to consider. The rider’s weight matters too because when the combined load is heavy, more effort is needed and the tougher it is to climb.', 'So for two riders who are equally fit and riding bicycles with the same weight, the lighter rider will be faster than the heavier one when going uphill.', 'However, it’s the opposite when going downhill as the heavier rider will have more momentum, thanks to their weight and the pull of gravity. The lighter rider will have to pedal downhill just to keep up.', '“A rider should maintain a suitable body weight so that riding is more enjoyable and they can cycle longer distances without getting tired,” says Tan. “You also shouldn’t think that a lighter bicycle is better. It’s about training your muscles so you can go uphill and downhill at a comfortable pace.”', '', '', 'SIZE DOES MATTER', 'Bicycle newbies occasionally ask Tan why they end up exhausted after a ride even though they’ve been cycling consistently for some time. He found that it’s because they did not use the bicycle gears correctly.', '“There is no need to tire yourself, just change the gear,” says Tan. “If you have a seven or eight-speed bicycle but you use the wrong gear, it will be harder to pedal and you would have used a lot of energy. Switch the gears until you get to the one that is easy for you to move forward because when you pedal, you should feel relaxed.”', 'Another common issue comes from customers using bicycles that do not suit their height or body shape. In the local market, entry level MTB only comes in two sizes so the rider will just have to make the best of it. But these are for short trips so it’s not a major concern.', 'But longer rides on an ill-fitting bicycle can lead to serious discomfort on the lower back, shoulders, knees and hamstring.', '“When the bicycle is the wrong size, your sitting posture is wrong so you will hurt your back. If the bicycle is big and you are small, you have to stretch your legs a lot more to pedal and after five or six kilometres, you will start to feel pain,” Tan warns.', 'For MTB, size is measured in inches from the seat tube to the crank, which is the component that’s attached to the pedal. An S-size MTB measures 15 inches and is ideal for those between 165cm and 170cm. M size is for 170cm to 180cm while anyone taller or shorter will need a special order for an L or XS-sized bike respectively.', 'Racing bicycle also come in four sizes although the specifics may differ according to brands. The measurement comes from the top tube and in general, the top tube for an XS bicycle is 50cm and is suitable for those between 155cm to 163cm.', 'S size has a 52cm top tube and is for riders between 164cm and 168cm. M is for those who are 170cm to 178cm while the top tube is 54cm. Anyone taller than that can opt for the L size which has a 56cm top tube.', '“There’s not a big difference in the length of each top tube,” says Tan. “But it makes a very big difference to your riding comfort. Because you are leaning down to hold the handlebar, and with gravity pulling you down, you may feel a bit unstable.', '“There may be some discrepancy to the sizing guideline as the bike fit can also depend on the length of your arms and torso. Other adjustments include changing the length of the stem, which is the component that’s attached to the handlebar.”', '', '', 'TRAIN HARD', 'Meanwhile, a popular alternative is the folding bicycle. The folding capability makes it convenient for transportation and storage and it can be used comfortably by people of various height.', 'Although the frame is smaller than a conventional bicycle, the seat and handlebar can be adjusted easily to suit full-grown adults and older children. “It’s what I would recommend if you are short and can’t find a bicycle in your size,” says Tan.', '“You can also adjust it to suit your riding style. If the seat is higher than the handlebar you are more aerodynamic but if the handlebar is higher you’d be sitting upright and it is more comfortable. And you can share a folding bicycle with other people more easily than an MTB or racing bicycle.”', 'Regardless of bicycle type, the most important thing is to go out and ride, says Tan. There’s no point in getting the latest in bicycle technology if you don’t know how to maximise your potential as a rider in the first place.', '“It will not matter if you get the lightest bicycle if you don’t have the muscles to power it. So train yourself first with the bicycle that you have. Build strength in your legs and core muscles. When you get a better bicycle it will be so much easier,” he says.', '', '', 'aznim.ruhana@nst.com.my', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,FOOTBALL,2018-07-16 18:19:00,Ten Malaysians hope for Bayern Munich exposure,NST Online,"['', '×', '', 'KUALA LUMPUR: Ten young Malaysians are just a step away from making it to the Allianz Junior Football Camp (AJFC) in Munich, Germany next month.', 'They are Muhammad Adam Nadzmi Zamri and Daniel Phoon Chun Tuck (Penang), Muhammad Ashriq Izzat Mazlan, Muhammad Akmal Abdul Rashid and Muhammad Hafiz Izzudin Az-Har (Kedah), Mohamad Khairol Syafiq Hairol Azri (Pahang), Mohammad Zharmien Ashraf Ismail (Sarawak), Kumaran Raman, Eisanraaj K. Maniarasan and Muhammad Lukman Hakim Mohd Azli (Selangor).', 'The 10 players hope to make the final list from their participation in the AJFC Asia selection trials on July 16-19 in Thailand.', 'The Malaysians are among 57 players aged between 14 and 16 from China, Indonesia, Laos, Sri Lanka, the Philippines, Singapore, Taiwan and Thailand for the selection trials at the Krungthep Thonburi University Campus.', 'In charge of the selection trials is Carsten Lakies, a former Bayern player and now Coach of International Programme at Bayern Munich.', 'Nine players will be selected from the Thai trials to represent Asia at the AJFC in Munich on Aug 27-31. Of that, only two Malaysian players will earn a ticket to Munich.', 'Zakri Khir, Chief Executive Officer of Allianz Malaysia Berhad, said: “We are excited to be sending 10 players to AJFC Asia this year. The camp provides great exposure to our boys as they get to train under Carsten Lakies, a former Bayern Munich player and learn from him first-hand.', '“It will be a life changing experience both on and off the field for them as they will also get to mix and mingle with their peers from all across Asia.', '“We wish all 10 boys the best of luck. We are confident that Carsten will do a great job in identifying the best Malaysian talents for AJFC in Munich.”', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,FLAIR,2018-07-18 08:41:00,Guilt-free crowning glory,Aznim Ruhana Md Yusup,"['', '×', '', 'Organic and plant-based products are finding its way into hair salons, writes Aznim Ruhana Md Yusup.', 'In North America, the practice of burning dried sage and other herbs is common in the traditions of Native Americans, who do it as part of their spiritual practice. They believe that smoke can clear a room or place of bad energy.', 'This practice has been adopted by the hippie and New Age communities too for the same purpose.', 'While you can’t scientifically measure this “bad energy” and how it is impacted by sage smoke, the herb has been proven to contain antibacterial, antiviral, antifungal and antioxidant properties. These properties make it a popular and effective ingredient in skin and hair care products.', 'Organic Way from Italy, or Oway, uses sage in its treatment to a battle greasy and oily scalp.', '“For salon treatments, the sage comes in powdered form and we mix it with Amazonian white clay,” says Eno Yahaya, senior hairstylist at Karva Salon for Ladies by Nora Danish. “We mix it fresh for each customer, and it’s very good for controlling oil production.”', 'Karva has been carrying the Oway brand since it opened in April and this is based on the recommendation of the original Karva salon owners in Singapore. Oway uses plant-based ingredients grown in biodynamic conditions, which is an agricultural practice similar to organic farming but with added esoteric factors.', 'Aside from sage, Oway also uses thyme for dandruff treatment and the flower helichrysum to treat sensitive scalp. “Oway treatments focus on scalp care. It’s like growing a plant, you need to take care of the roots to grow a healthy plant; it’s same with hair,” says Eno.', '', '', 'SAGE ADVICE', 'As the sage and clay paste is worked onto my scalp, the herby scent gives off a relaxing feeling. It gets more relaxing as my stylist proceeds to give me a head and shoulder massage. The paste is then washed off twice with a sebum balancing shampoo from the same line before a cream mask is applied and my head gets placed under a hair steamer for 15 minutes.', 'According to its website, Oway grows a number of plants for its products at its farm Ortofficina near Bologna in Italy. It covers 50,000 square meters, with thyme, sage, lavender and rosemary farmed in the biodynamic method.', '“The deep bond with nature and the complete respect of its rhythms lead us to put an end to the use of synthetic mineral fertilisers and chemical pesticides and to manage the land following the cosmic and lunar cycles, based on an astronomical calendar,” it explains.', 'The company then makes essential oils from these herbs on site. Other ingredients are purchased elsewhere from certified growers, such as citruses from southern Italy. It doesn’t do any animal testing, and the packaging is recyclable.', 'The result from my sebum balancing treatment is clean, fresh scented scalp and hair that is light and bouncy. Actress and salon owner Nora Danish says she had the same pleasant outcome when she tried it for the first time.', '“As a celebrity, I do a lot of things to my hair and it gets damaged that way. I’ve done a lot of treatments but after the first time with Oway I was in love. My hair used to be thinner and I’d wear hair extensions but it’s thicker now because I have a healthier scalp.”', 'Meanwhile, Nora’s priority for the salon is to offer safe and halal products, from the hair colour to the nail polish. While she did not set out specifically for a botanical or organic hair range (she also offers conventional brands), Oway works well with her original plan.', '“We believe that using healthier, more natural ingredients that are rich in active ingredients and without chemicals are good for our customers and staff. There are also rising number of guests that wear hijab who are concerned about hair loss and other conditions, which Oway can help naturally,” she says.', '', '', 'WIND-POWERED BEAUTY', 'Meanwhile, Gracesalon in Bangsar made the conscious decision to carry the Aveda range since the middle of last year. Aveda, based in Minneapolis USA, is well-established for its natural and organic products for skin and hair, and has been in the market for 40 years.', 'According to its website, Aveda is founded by Austrian-American hairstylist Horst Rechelbacher. He’d been working for some time as a successful salon entrepreneur, but suffered a career burnout and decided to go on a spiritual retreat to India in 1970.', 'It was here that Rechelbacher became inspired to create Aveda using ayurvedic principles. He developed his first clove shampoo in a kitchen in Minneapolis with ayurveda doctors Vinod and Kusum Upadhyay.', 'While Rechelbacher passed away in 2014, the duo are still involved with the company. It also maintains its ayurvedic roots in India through a partnership with a local firm called Nisarga to grow produce like turmeric and amla (Indian gooseberry) for some of its products.', '“Aveda sources ingredients with organic certification from all over the world,” says Aveda technical educator Eddy Chan. “But the products are all made at its plant in Minneapolis which is wind-powered, and it doesn’t do any animal testing.”', 'That said, Aveda doesn’t claim to be an organic brand because its products still require some form of preservatives or chemicals to extend its shelf life or ensure efficacy. But Chan assures that more than 90 percent of any Aveda product is still naturally-derived.', '', '', 'ENVIRONMENTALLY-FRIENDLY COLOURS', '“The difference between Aveda hair colour and conventional ones are the ingredients,” explains says salon owner Grace Leong. “Conventional hair colour is chemical-based while some brands add natural oils to give more conditioning to the hair. But Aveda is the other way around.”', 'Having been in the salon industry for decades, Leong admits that she never used to think much about the hair products that she uses daily. Products were picked for its efficacy, client preference or current trends. But it’s different nowadays.', '“As the world evolves, clients more knowledgeable and health conscious as to what they use and consume, and how it affects the environment.', '“Previously, I was not aware how our products can be a danger as they went down the drain into the sewage system. But all this has an effect on the environment and subsequently, our health. With more information on the issue, I realised that I needed to make a switch.”', 'Leong is realistic in understanding that an individual can’t completely avoid actions that have some sort of damaging impact on the planet. But she believes that using environmentally-friendly products will at least minimise the impact, so our children and future grandchildren can have a chance at a better future.', '“We still use other brands at the salon,” says Leong. “It might be okay for me to make the change but others might have a certain preference after years of use, or they’re not convinced with the information given. We will slowly educate them to change.”', '', '', 'aznim.ruhana@nst.com.my', '', '', '', 'Free bus services to PPVs for Lanchang folks', 'Pahang to reopen tourism destinations under green bubble next month', ""Sam's Groceria sets up free food initiative, essential items bin for the needy"", '', '', '', '', '', '', '', '', '', '', '', '']"
